nucleotide	89	CHEBI:36976
impaired glucose tolerance	89	D018149
vimentin	88	7431
preneoplastic lesions	87	D011230
non-Hodgkin's lymphoma	86	D008228
Interferon-gamma	86	3458
cholestatic syndrome	85	D002779
infection, renal dysfunction	84	D007674
curcumin	84	D003474
TP53	84	22059
cholesterol	83	D002784
ascites	83	D001201
PI3K-related kinases	82	5290
Cox-2	82	4513
multiple myelomas	80	D009101
mTor	80	56717,21977
Vitamin D	80	D014807
ATP	80	D000255
sarcomas	79	D012509
phosphatidylinositol	79	D010716
ethanol	79	D000431
c-Myc	79	4609
venous thromboembolism	78	D054556
threonine	78	CHEBI:26986
pancreatic cysts	78	D010181
CXCR4	78	7852
biliary tract cancer	77	D001661
Hematological toxicity	77	D006402
MRI	76	78996
lactate	75	D019344
glutathione	75	D005978
familial adenomatous polyposis	75	D011125
amino acids	75	CHEBI:33709
albumin	75	213
mucous cell hyperplasia	74	D006965
cystic	74	D052177
Metformin	74	D008687
Neurolytic celiac plexus block	73	D006327
thyroid adenoma	72	D013964
superoxide	72	D013481
secretin	72	6343
neuropathy	72	D009422
squamous cell carcinomas	71	D002294
gastric outlet obstruction	71	D017219
IGF1R	71	3480
3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide	70	C022616
retinoic acid	69	D014212
hyperglycemia	69	D006943
allergic disease	69	D004342
cysteine	68	D003545
Gli1	68	2735
BRCA	68	672
renal failure	67	D051437
lymph node metastasis	67	D014388
XIAP	67	331
Shh	67	6469
Primary Sclerosing Cholangitis	67	D015209
Heat shock	67	D012769
upper gastrointestinal bleeding	66	D006471
pseudocyst	66	D010192
folate	66	D005492
cholecystokinin	66	885
Pancreatic insufficiency	66	D010188
estrogen	65	D004967
epirubicin	65	D015251
drug delivery system	65	D034721
insulin-like growth factor 1	64	3479
malignant ascites and peritoneal carcinomatosis	63	D010538
annexin V	63	308
Ca(2+)	63	CHEBI:29108
5-Aza-2'-deoxycytidine	63	C014347
p27	62	3429
caspase-8	62	841
alcoholic pancreatitis	62	D019512
Fibronectin	62	2335
zinc	61	D015032
nodal	61	4838
glioblastomas	61	D005909
gastrin	61	2520
cytochrome c	61	54205
steroids	59	D013256
stenoses	59	D003251
pancreatico-duodenal artery and gastro-duodenal artery	59	D001157
octreotide	59	D015282
hENT1	59	2030
depression	59	D003866
PRSS1	59	5644
ERK1/2	59	5595,5594
C-reactive protein	59	1401
lung disease	58	D008171
caspase-9	58	842
Pdx-1	58	18609
CA 125	58	94025
small cell lung carcinomas	57	D055752
propidium iodide	57	D011419
nuclear factor-kappaB	57	4790
gallstones	57	D042882
fatty acid	57	CHEBI:35366
deoxycytidine	57	D003841
acute pancreatitis	57	D019283
Chronic alcohol consumption	57	D000437
hereditary cancer syndrome	56	D009386
duodenal obstruction	56	D004380
CD24	56	100133941
ulcer diseases	55	D014456
hTERT	55	7015
glioma	55	D005910
desmoplastic stroma	55	D058405
[(3)H]-thymidine	55	CHEBI:53526
MUC4	55	4585
CD133	55	8842
thymidylate synthase	54	7298
p65	54	5970
hematologic malignancies	54	D019337
fatty acids	54	D005227
Peutz-Jeghers syndrome	54	D010580
type	53	D017827
phosphatase and tensin homolog	53	5728
major histocompatability complex class III	53	2475
PD98059	53	C093973
FGF-2	53	2247
urokinase-type plasminogen activator	52	5328
main-duct disease	52	D001649
intraductal papillary mucinous carcinoma	52	D002291
Sp1	52	6667
Snail	52	6615
NADPH	52	D009249
MS	52	D009103
Kip1	52	1027
vascular endothelial growth factor	51	5175
thromboembolic	51	D013923
pRb	51	5925
mucositis	51	D052016
etoposide	51	D005047
c-Met	51	4233
PSTI/TATI	51	6690
ERK1/2	51	5594,5595
nitric oxide	50	D009569
mesothelin	50	10232
fistula	50	D005402
arginine	50	CHEBI:29016
acinar cell carcinoma	50	D018267
VEGFR2	50	3791
U0126	50	C113580
peroxisome proliferator-activated receptor gamma	49	5468
mTOR	49	21977
epithelial specific antigen	49	4072
cyclin-dependent kinase 4	49	1019
bortezomib	49	C400082
backache	49	D001416
aspirin	49	D001241
N-acetyl cysteine	49	D000111
trichostatin A	48	D001260
ribonucleotide	48	CHEBI:26561
gallbladder malignancies	48	D005705
HIV infection	48	D015658
small-bowel abnormalities	47	D015212
sepsis	47	D018805
carbohydrates	47	D002241
Trichostatin A	47	C012589
SCID	47	19090
Pancreatic duct dilatation	47	D002311
MMC	47	CHEBI:27504
GSK-3b	47	2932
CCK-BR	47	887
miR-21	46	406991
mesothelioma	46	D008654
malnutrition	46	D044342
creatinine	46	D003404
celiac axis	46	D002446
celecoxib	46	C105934
carbon	46	D002244
PDAC	46	CHEBI:60595
IkappaBalpha	46	4792
endometrial cancer	45	D016889
cardiovascular disease	45	D002318
HPPH	45	217000
FDG	45	23583
EGF and transforming growth factor-alpha	45	7039
interleukin-1beta	44	3553
autoimmunity	44	D001327
SDF-1	44	6387
residual tumor	43	D018365
proliferating cell nuclear antigen	43	5111
non-melanoma skin cancers	43	D012878
immunodeficient	43	D007153
hand-foot syndrome	43	D060831
edema	43	D004487
caspase-3	43	12367
ascorbic acid	43	D001205
RB	43	D012175
Postoperatively 2	43	D019106
PEG	43	CHEBI:46793
P-glycoprotein	43	5243
LY294002	43	C085911
prostaglandin E2	42	D015232
gefitinib	42	C419708
chronic xanthogranulomatous salpingiosis	42	D002908
carboplatin	42	D016190
IL-2	42	3558
IL-10	42	3586
CEL maturity	42	D003924
BrdU	42	D001973
vascular endothelial growth factor	41	22339
trauma	41	D014947
stomatitis	41	D013280
retinol	41	D014801
endoscopic retrograde cholangiopancreatography	41	D012183
cyclophosphamide	41	D003520
CDK2	41	1017
weight gain	40	D015430
cAMP	40	CHEBI:17489
N-cadherin	40	1000
Mcl-1	40	4170
Liver cirrhosis	40	D008103
Gem	40	2669
DR5	40	8795
aldehyde	39	CHEBI:17478
alanine	39	CHEBI:16449
Poly(ethylene glycol)	39	D011092
AFP	39	174
vascular lesions	38	D014652
sorafenib	38	C471405
secretin	38	D012633
nicotine	38	D009538
metabolic reduction	38	D008659
leucine	38	CHEBI:25017
familial atypical multiple mole melanoma syndrome	38	D004416
cyclopamine	38	C000541
cholelithiasis	38	D002769
cholecystitis	38	D002764
TGF-beta1	38	4052
PALB2	38	79728
MUC5AC	38	4586
HBV infection	38	D006509
Androgen	38	CHEBI:50113
streptozotocin	37	D013311
pneumonitis	37	D011014
neuroblastoma	37	D009447
migration	37	D014085
hypotension	37	D007022
definitions of complications	37	D003925
choledocholithiasis	37	D042883
NOTCH1	37	4851
Genistein	37	D019833
Beta-Carotene	37	D019207
taxanes	36	D043823
polyacrylamide	36	CHEBI:51135
leucopenia	36	C536227
ischemic	36	D007511
extrapancreatic abnormalities	36	D018376
alopecia	36	D000505
acute myeloblastic leukemia	36	D015470
SPARC	36	6678
tamoxifen	35	D013629
retinoids	35	D012176
lung adenocarcinoma	35	C538231
iron	35	D007501
extracellular signal regulated kinase 1/2	35	5595
Zeb-1	35	6935
nucleotides	34	D009711
nitrosamine	34	CHEBI:35803
mouse insulinoma	34	D007340
hyperinsulinemia	34	D006946
hematoxylin	34	D006416
glucagon-like-peptide 1	34	2641
ganciclovir	34	D015774
TPA	34	CHEBI:61432
Smad2	34	4087
FITC	34	D016650
tumorigenicity	33	D002471
tissue inhibitor of metalloproteinase 1	33	7076
time-of-flight	33	D000377
nausea/vomiting and dehydration	33	D020250
morphine	33	D009020
eosin	33	D004801
azaserine	33	CHEBI:74846
atrophy	33	D001284
Slug	33	6591
STI-571	33	C097613
Resveratrol	33	C059514
NH2	33	CHEBI:29345
GM-CSF	33	1437
ABO	33	28
methotrexate	32	D008727
ischaemic heart disease	32	D006331
dihydropyrimidine dehydrogenase	32	1806
c-erbB3	32	2065
PD	32	168600
IL-1alpha	32	3552
IFN-a	32	3439
Chk1	32	1111
CCAAT enhancer binding protein	32	9429
uracil	31	D014498
sodium dodecyl sulphate	31	CHEBI:8984
shortness of breath	31	D004417
radiation therapy	31	D011832
cyclin B1	31	891
calcifications	31	D002114
biotin	31	D001710
asthenia	31	D001247
Tissue factor	31	2152
Stat3	31	20848
PANC-1	31	104066
MMP-9	31	17395
Glycine	31	CHEBI:57305
testosterone	30	D013739
appetite loss	30	D001068
TSA	30	CHEBI:46024
Surgical palliation	30	D016063
Rac1	30	5879
EPHB2	30	2048
Cyclin D1	30	12443
AKT	30	11651
sulphate	29	CHEBI:16189
pyruvate	29	D019289
neurotensin	29	4922
myocardial infarction	29	D009203
mitotic arrest	29	D006323
hypercoagulability	29	D019851
cytosine	29	D003596
caerulein	29	D002108
c-Jun NH2-terminal kinase	29	5599
arachidonic acid	29	D016718
allergies	29	D006967
Vitamin E	29	D014810
TbetaRII	29	7048
STK 11	29	6794
S100A4	29	6275
Oct4	29	5460
ICAM1	29	3383
HSP27	29	3315
EZH2	29	2146
Cyclin A	29	890
C-pPhBr	29	142
BRAF	29	673
Alpha-Tocopherol	29	D024502
uPAR	28	5329
systemic impairment	28	D003072
mismatch repair	28	4292
lysine	28	CHEBI:25094
loss of chromosome 7	28	D034381
interstitial pneumonia	28	D017563
epidermal growth factor receptor	28	13649
dUTP	28	CHEBI:17625
cystadenomas	28	D003537
constipation	28	D003248
camptothecin	28	D002166
bombesin	28	D001839
Triptolide	28	C001899
SSEA-1	28	2526
MDM2	28	4193
L-arginine	28	CHEBI:16467
Familial Melanoma	28	C562393
Bid	28	637
Bcl-2	28	12043
sunitinib	27	C473478
steatorrhea	27	D045602
phosphate	27	CHEBI:26020
intraductal papillary adenocarcinoma	27	D000231
hyperplastic	27	D000796
farnesyl	27	CHEBI:24017
eicosapentaenoic acid	27	D015118
bowel obstruction	27	D043183
aspartic acid	27	CHEBI:22660
PDX-1	27	3651
N-acetylneuraminic acid	27	D019158
MUC2	27	4583
Ifosfamide	27	D007069
FasL	27	356
DMBA	27	D015127
Cytidine	27	D003562
CD8	27	925
spatial aggregation	26	D001791
self-expandable metal stent	26	D013651
pruritus	26	D011537
p-ERK	26	9451
osteosarcoma	26	D012516
glutamine	26	CHEBI:28300
deep vein thrombosis	26	D020246
cystadenocarcinomas	26	D003536
basal cell carcinomas	26	D002280
angiogenesis	26	D016510
TPS	26	D017695
TPA	26	5327
Sulforaphane	26	C016766
Ptch1	26	5727
GSH	26	CHEBI:16856
DPC4	26	17128
Bombesin	26	2922
Bisulfite	26	C042345
Bak	26	578
AMPK	26	5562
transferrin	25	7018
thymidine phosphorylase	25	1890
severe combined immunodeficient	25	D016511
peripheral neuropathy	25	D010523
nutrient deficiency	25	D003677
mucin-1	25	17829
iron oxide	25	C000499
ductal obstruction and/or the effect of the disease	25	D008173
dexamethasone	25	D003907
deoxycytidine kinase	25	1633
abdominal trauma	25	D000008
Thymidylate synthase	25	D020159
RRM1	25	6240
Dependence	25	D019966
Cdkn2a	25	12578
5-FU+Src kinase	25	6714
thrombospondin-1	24	7057
retinoid	24	CHEBI:26537
quercetin	24	D011794
polyunsaturated fatty acids	24	D005231
p70S6K	24	6198
neurotensin	24	D009496
keratin-19	24	3880
islet cell tumor	24	D007516
hydrogen peroxide	24	D006861
gastrointestinal stromal tumor	24	D046152
exocrine-endocrine tumors	24	D004701
anxiety	24	D001008
alpha-1-antitrypsin	24	5265
Stroke	24	D020521
Splenic abscess	24	D000038
Smo	24	6608
PK-1	24	5313
MMP-7	24	4316
MEK1/2	24	5604,5605
IMPACT	24	55364
EGF	24	1950
DR4	24	8797
CD4	24	920
AMP	24	D000249
weakness	23	D018908
thiol	23	CHEBI:29256
serous cystadenoma	23	D018293
sera	23	26227
p38	23	1432
methyl	23	CHEBI:32875
iodine	23	D007455
gastric or duodenal ulcer disease	23	D013276
flavonoids	23	D005419
fibrosarcoma	23	D005354
c-Jun	23	3725
aspartate	23	CHEBI:29995
adenosquamous carcinoma	23	D018196
SSTR2	23	6752
MSH2	23	4436
Ki67	23	17345
Hodgkin lymphoma	23	D006689
Haptoglobin	23	3240
GLUT-1	23	6513
CD117	23	3815
BRCA1/2	23	672,675
BOP	23	100294715
Asn	23	CHEBI:17196
25-hydroxyvitamin D	23	C104450
trypan blue	22	D014343
respiratory depression	22	D012131
pulmonary embolism symptoms	22	D011655
neurotoxicity	22	D020258
microsatellite instability	22	D053842
hyperbilirubinemia	22	D006932
gadolinium	22	D005682
forskolin	22	D005576
flavonoid	22	CHEBI:47916
familial atypical multiple mole melanoma	22	1243
everolimus	22	C107135
chronic pain	22	D059350
ceramide	22	CHEBI:17761
bone marrow	22	D001855
Vapreotide	22	C051458
VIP	22	7432
VEGF-C	22	7424
SB203580	22	C093642
OS	22	C567932
NADH	22	D009243
MMP-2	22	17390
MEK1	22	5604
Lynch Syndrome	22	D003123
Interleukin-4	22	3565
FGFR-1	22	2260
COOH	22	CHEBI:46883
CHK2	22	11200
Bcl-2	22	D016393
rheumatoid arthritis	21	D001172
quinone	21	C004532
protein kinase C	21	D020151
pleural effusions	21	D010996
plasminogen	21	5340
peroral electronic pancreatoscope	21	D028361
pancreatitis-associated protein	21	5068
mouse model recapitulating	21	D004482
miR-155	21	406947
methionine	21	D008715
lipocalin-2	21	3934
interleukin6	21	16193
hypertrophic	21	D006984
gastritis	21	D005756
cytokeratin 20	21	54474
coagulopathy	21	D001778
carcinoma in situ	21	D002278
bicarbonate	21	CHEBI:17544
S100P	21	6286
PKD	21	C566847
PDGFr-b	21	5159
MMP-2 and -9	21	4313,4318
IGF-II	21	3481
G-CSF	21	1440
E2F1	21	1869
E-cadherin	21	12550
Cytidine deaminase	21	978
Clostridium perfringens enterotoxin	21	1364
Bax	21	12028
5-lipoxygenase	21	240
wortmannin	20	C009687
viral infection	20	D014777
thymidylate	20	CHEBI:17013
terminal- deoxynucleotidyl-transferase	20	1791
serine protease	20	2147
pyrimidine	20	C030986
prostate stem cell antigen	20	8000
proline	20	CHEBI:26271
oleanolic acid	20	D000592
nitrosamines	20	D009602
nitrogen	20	D009584
n3PUFA	20	D015525
lapatinib	20	C490728
disulfide	20	CHEBI:48343
dehydration	20	D003681
cytosine arabinoside	20	D003561
congestive heart failure	20	D006333
c-Flip	20	8837
axis	20	C566610
TIMP-2	20	7077
SCNs	20	D018297
Multiple chromosome abnormalities	20	D002869
MTS	20	1678
MT1-MMP	20	4323
MG-132	20	C072553
Hes-1	20	3280
Helicobacter pylori infection	20	D016481
ERa	20	2099
DNMT1	20	1786
CTGF	20	1490
CT of vascular invasion	20	D019043
CD31	20	18613
CCK-AR	20	886
Beclin-1	20	8678
Bad	20	572
ATM	20	472
APC	20	324
tuberculosis	19	D014376
squamous cell carcinoma of head and neck	19	C535575
race	19	23600
plasminogen activator inhibitor-1	19	5054
p21	19	27065
mitoxantrone	19	D008942
metaplasia	19	D008679
liver failure	19	D017093
hepatic steatosis	19	D005234
glucose-related protein 78	19	3309
gastroesophageal reflux disease	19	D005764
cytokeratin 7	19	3855
caffeine	19	D002110
astrocytomas	19	D001254
annexin II	19	302
and 1	19	11169
UMIN-CTR	19	799
Smad-3	19	4088
N-nitroso-bis (2-hydroxypropyl) amine	19	C012457
Myeloid cell leukemia-1	19	D007951
MD	19	D009436
IGF-binding-protein-3	19	3486
Hoechst 33342	19	C017807
EPA	19	CHEBI:28364
DNA repair genes	19	5888
DHA	19	CHEBI:16016
Cys	19	CHEBI:17561
Cyclic AMP	19	D000242
CXCR2	19	3579
CD29	19	3688
CD18	19	3689
CCAAT/enhancer-binding protein-homologous protein	19	1649
BRCA	19	675,672
triglycerides	18	D014280
pN1	18	5270
mesenchymal-epithelial transition	18	C535700
medulloblastomas	18	D008527
lymphopenia	18	D008231
lymphadenopathy	18	D008206
intravascular coagulation	18	D004211
hypoglycemia	18	D007003
histone deacetylase 1	18	3065
hamartomatous polyps	18	D011127
glial cell line-derived neurotrophic factor	18	2668
gastroduodenal obstruction	18	D010437
cystic fibrosis transmembrane conductance regulator	18	1080
chloroquine	18	D002738
beta1	18	3779
anomalous condition	18	C536528
acute appendicitis	18	D000208
SOX2	18	6657
SIRT1	18	23411
SHh	18	20423
Nude	18	15218
Nestin	18	10763
NK4	18	9235
MRP	18	4363
KAI1	18	3732
HGF	18	3082
HB-EGF	18	1839
Fos	18	2353
EGCG	18	CHEBI:4806
Cathepsin B	18	1508
CD95	18	355
Bim	18	10018
BH3	18	C006008
Alzheimer's disease	18	D000544
ALDH1	18	216
12-O-tetradecanoylphorbol-13-acetate	18	C554292|MESH:D013755
von Hippel-Lindau syndrome	17	D006623
valine	17	CHEBI:27266
tipifarnib	17	C402769
tetracycline	17	D013752
taxane	17	C080625
superior mesenteric artery	17	D013478
stemness	17	D020295
squamous cell cancer of the skin	17	D018307
skin disorders	17	D012871
polyphenol	17	CHEBI:26195
polyamine	17	CHEBI:60143
paraneoplastic	17	D010257
p21	17	12575
ornithine	17	CHEBI:18257
neuraminidase	17	4758
lysophosphatidic acid	17	C032881
islet cell carcinoma	17	D018273
gastric disease	17	D013272
cytotoxic T lymphocyte-associated antigen-4	17	1493
cycloheximide	17	D003513
copper	17	D003300
chronic myelogenous leukemia	17	D015464
angiotensin II	17	183
amino	17	CHEBI:46882
TNF-alpha	17	21926
TMT	17	C536030
TGF-beta	17	7046
STAT1	17	6772
Raf-1	17	5894
RON	17	4486
PKCa	17	5578
MnSOD	17	6648
Melatonin	17	D008550
MTHFR	17	4524
MIC-1	17	9518
FOXM1	17	2305
Crohn's disease	17	D003424
CD8	17	4684
(-)epigallocatechin gallate	17	C045651
triterpenoid	16	CHEBI:36615
transmembrane receptor	16	8829
transforming growth factor beta 2	16	7042
thalidomide	16	D013792
survivin	16	11799
sulforhodamine B	16	CHEBI:52101
sucrose	16	D013395
sodium	16	D012964
quinone reductase enzyme	16	1728
proliferating cell nuclear antigen	16	18538
polyphenols	16	D059808
polycyclic aromatic hydrocarbons	16	D011084
phorbol ester	16	CHEBI:37532
p21RAS	16	3265
osteopontin	16	6696
myelosuppression, flu-like symptoms	16	D012678
microvessel density	16	C538394
lymphocytic infiltration	16	D017254
invasive ductal carcinoma	16	4000
intra-abdominal abscess	16	D018784
intestinal infarction	16	D007238
glutamate	16	CHEBI:29987
emodin	16	D004642
cardiac toxicity	16	D066126
cDC	16	983
analgesia	16	D000699
actinomycin D	16	D003609
Wilms tumor	16	D009396
TGF-beta1	16	21803
TGF-beta	16	4092
TAG-72	16	C047052
PSC	16	100653366
Norepinephrine	16	D009638
Minor	16	8013
LH-RH	16	2796
Interleukin-13	16	3596
IFN-beta	16	3456
GTP	16	D006160
FOXP3	16	50943
E-selectin	16	6401
DMSO	16	D004121
CEA	16	111518
CD25	16	3559
CCL2	16	6347
Benzyl isothiocyanate	16	C031403
ADP	16	D000244
ADM	16	133
visceral pain	15	D059265
ulcerative colitis	15	D003093
suberoylanilide hydroxamic acid	15	C111237
pseudoaneurysm	15	D017541
proteinuria	15	D011507
polyunsaturated fatty acid	15	CHEBI:26208
p,p'-DDT	15	D003634
nerve growth factor	15	4914
miR-221	15	407006
malignant mesothelioma	15	C562839
mTORC1	15	382056
islet degeneration	15	D009410
hepatitis C virus	15	D006526
bile acids	15	D001647
atherosclerosis	15	D050197
amorphous filling defects	15	D000013
adiponectin	15	9370
acute renal insufficiency	15	D058186
acetylcholine	15	D000109
XRCC1	15	7515
Ribonucleotide reductase M2 subunit	15	6241
Parathyroid hormone-related protein	15	5744
NS-398	15	C080955
LC3	15	84557
Heidelberg Ion Therapy Center	15	D016609
HIF-1a	15	15251
HER-2	15	13866
Fanconi anemia	15	D005199
Erythrocyte superoxide dismutase	15	6647
DOTA	15	CHEBI:61028
CYP1A1	15	1543
CDK6	15	1021
B7-H1	15	29126
Aurora A kinase	15	6790
ANOVA	15	4858
(18)F	15	CHEBI:36939
troglitazone	14	C057693
splenic	14	D013158
sodium butyrate	14	CHEBI:64103
silica	14	D012822
quadrupole-TOF	14	D013771
prednisolone	14	D011239
potassium	14	D011188
p15	14	1030
neuroendocrine carcinoma	14	D018278
mucinous adenocarcinomas	14	D002288
gadd45A	14	1647
fucose	14	D005643
fluorescence-guided surgery	14	D000267
ezrin	14	7430
esophageal squamous cell carcinoma	14	C562729
duodenitis	14	D004382
doxycycline	14	D004318
dipeptidyl peptidase 4	14	1803
corticosteroids	14	D000305
confusion	14	D003221
colorectal adenoma	14	C563365
caspase-7	14	840
calcium-binding protein	14	6277
bacterial infections	14	D001424
anthracycline	14	CHEBI:48120
aberrant coagulation	14	D025861
TGF alpha	14	21802
Sp3	14	6670
SP600125	14	C432165
RET	14	5979
PLGA	14	C043435
Nd2	14	4536
MMP-1	14	4312
MIB1	14	57534
MAP syndrome	14	D013577
Isoflavone	14	CHEBI:18220
IFN-gamma	14	15978
HSP 89 alpha	14	3320
HMG-CoA	14	C008047
H2O2	14	CHEBI:16240
GlcNAc	14	CHEBI:506227
GLI2	14	2736
CEACAM6	14	4680
CD68	14	968
CD45	14	5788
CD44	14	12505
BNIP3	14	664
At 3	14	462
Ad5	14	8081
AKT2	14	208
A-pE	14	328
twist-1	13	7291
tubular structures	13	D005198
thiazolidinediones	13	D045162
selenium	13	D012643
rupture	13	D012421
prostaglandins	13	D011453
portal vein obstruction	13	C563407
phosphotyrosine	13	CHEBI:74956
phlebitis	13	D010689
p65	13	19697
p27	13	3692
p27	13	12576
neuropathic pain	13	D009437
myelodysplastic syndromes	13	D009190
miR-21	13	406938
mIL-8	13	20309
low plating efficiencies	13	D009800
loss of skeletal muscle	13	D009135
liver abscess	13	D008100
intraductal carcinoma	13	D002285
indocyanine green	13	D007208
hypercalcemia	13	D006934
hyperamylasemia	13	D034321
hepatocellular carcinoma	13	619501
glycosylphosphatidylinositol	13	D017261
galectin-3	13	3958
galactose	13	D005690
dasatinib	13	C488369
chromogranin A	13	1113
cadmium	13	D002104
bronchial asthma	13	D001249
bone tumors	13	D001859
arterial embolization	13	D020762
anastomotic leak	13	D057868
amine	13	CHEBI:32952
WNT5A	13	7474
VEGF	13	2321
Th1	13	51497
TLR4	13	7099
TAA	13	CHEBI:32497
T	13	D015458
Sp4	13	6671
S-100A8	13	6279
Polyethylene	13	D020959
Pim-3	13	415116
Parkinson's disease	13	D010300
PTEN	13	19211
PP2A	13	5524
PMA	13	CHEBI:60755
N-acetylglucosamine	13	CHEBI:28009
JAK2	13	3717
IAPP	13	3375
HMGA1	13	3159
GNAS	13	2778
DUSP6	13	1848
DCC	13	1630
Celiac plexus neurolysis	13	D020288
COX-1	13	4512
CD133	13	19126
Apo2L	13	22035
9-nitrocamptothecin	13	C079905
2-deoxy-D-glucose	13	D003847
vincristine	12	D014750
verapamil	12	D014700
valproic acid	12	D014635
unexplained dyspepsia	12	D004415
triglyceride	12	CHEBI:17855
transglutaminase 2	12	7052
tip	12	10524
sodium dodecyl sulfate	12	D012967
silver	12	D012834
sexual hormone suppression	12	D020018
serotonin	12	D012701
purine	12	C030985
postoperative jaundice	12	D010149
phospholipase A2	12	5319
pheochromocytoma	12	D010673
papillitis	12	D010211
p73	12	7161
p50	12	958
miR-210	12	406992
methylenetetrahydrofolate	12	CHEBI:25297
male breast cancer	12	D018567
mGLI1	12	14632
lumican	12	4060
leiomyosarcoma	12	D007890
keratinocyte growth factor receptor	12	2263
impaired glucose metabolism	12	D044882
immune dysfunction	12	D007154
hypoalbuminemia	12	D034141
guanine nucleotide	12	CHEBI:61292
guanine	12	D006147
granulocytopenia	12	D000380
galectin-1	12	3956
familial PC	12	D015324
estradiol	12	D004958
duodenal stenosis	12	C535720
cyclosporin A	12	D016572
cyclo-oxygenase-2	12	19225
cortisol	12	D006854
colon adenoma	12	D003111
